,Unnamed: 0,DAY,MONTH,YEAR,LATITUDE,LONGITUDE,Date,Time,Type,Depth,Depth.Error,Depth.Seismic.Stations,Magnitude,Magnitude.Type,Magnitude.Error,Magnitude.Seismic.Stations,Azimuthal.Gap,Horizontal.Distance,Horizontal.Error,Root.Mean.Square,ID,Source,Location.Source,Magnitude.Source,Status,I_D,FLAG_TSUNAMI,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
53,54,10,6,1996,51.564,-177.632,6/10/1996,4:03:35,Earthquake,33.0,,,7.9,MWC,,,,,,0.9,USP0007JCU,US,US,HRV,Reviewed,5440,Tsu,4,3,35.4,33.0,7.9,7.9,7.6,6.6,,,,6.0,USA,AK,ALASKA:  ANDREANOF ISLANDS,150,,,,,,,,,,,,,,,,,,,,,,,,
54,55,10,6,2000,23.843,121.225,6/10/2000,18:23:29,Earthquake,33.0,,377.0,6.4,MWC,,,,,,1.03,USP0009UCQ,US,US,HRV,Reviewed,5564,,18,23,29.3,33.0,6.4,6.4,6.2,6.2,,,,,TAIWAN,,TAIWAN:  NAN-TOU,30,2.0,1.0,,,36.0,1.0,,1.0,,,,,2.0,1.0,,,36.0,1.0,,1.0,,,,
55,56,10,6,2012,36.42,28.88,6/10/2012,12:44:17,Earthquake,35.0,,529.0,6.0,MWW,,,40.6,,,,USP000JMKJ,US,ATH,US,Reviewed,9921,,12,44,16.5,35.0,6.1,6.1,5.9,5.8,,,,,TURKEY,,TURKEY:  FETHIYE; GREECE:  RHODES,140,,,,,6.0,1.0,,1.0,,,,2.0,,,,,6.0,1.0,,1.0,,,,2.0
56,57,10,7,1993,9.821,-83.622,7/10/1993,20:40:59,Earthquake,19.5,,,5.8,MW,,,,,,1.3,USP0005VXF,US,US,HRV,Reviewed,5356,,20,40,58.9,20.0,5.8,5.8,5.6,5.3,,,,,COSTA RICA,,"COSTA RICA:  TURRIALBA, CARTAGO",100,2.0,1.0,,,9.0,1.0,,1.0,,,,,2.0,1.0,,,9.0,1.0,,1.0,,,,
57,58,10,7,2003,28.355,54.169,7/10/2003,17:06:38,Earthquake,10.0,,475.0,5.8,MWC,,,45.4,,,0.93,USP000C251,US,US,HRV,Reviewed,5705,,17,6,37.6,10.0,5.8,5.8,5.5,5.9,,,,,IRAN,,IRAN:  SOUTHERN: GAJJIABAD,140,1.0,1.0,,,25.0,1.0,,3.0,3500.0,4.0,3500.0,4.0,1.0,1.0,,,25.0,1.0,,3.0,3500.0,4.0,,
58,59,10,7,2011,38.034,143.264,7/10/2011,0:57:11,Earthquake,23.0,,531.0,7.0,MWW,,,12.4,,,1.04,USP000J4GP,US,US,US,Reviewed,9823,Tsu,0,57,10.8,23.0,7.0,7.0,7.0,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,30,,,,,,,,,,,,,,,,,,,,,,,,
59,60,10,8,2009,34.743,138.264,8/10/2009,20:07:09,Earthquake,40.4,6.0,163.0,6.2,MWR,,,30.6,,,0.94,USP000H05Y,US,US,NIED,Reviewed,8377,Tsu,20,7,9.1,40.0,6.4,6.4,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  S COAST,30,1.0,1.0,,,123.0,3.0,,3.0,,,5192.0,4.0,1.0,1.0,,,123.0,3.0,,3.0,,,5192.0,4.0
60,61,10,8,2010,-17.541,168.069,8/10/2010,5:23:45,Earthquake,25.0,,405.0,7.3,MWC,,,20.2,,,1.25,USP000HHUC,US,US,US,Reviewed,9452,Tsu,5,23,44.9,25.0,7.2,7.2,7.3,6.4,,,,7.0,VANUATU,,VANUATU ISLANDS,170,,,,,,,,,,,,,,,,,,,,,,,,
61,62,10,9,1993,14.717,-92.645,9/10/1993,19:12:55,Earthquake,34.1,,,7.2,MW,,,,,,1.3,USP0006030,US,US,HRV,Reviewed,5362,,19,12,54.6,34.0,7.2,7.2,7.3,6.2,,,,,GUATEMALA,,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,100,1.0,1.0,,,3.0,1.0,,2.0,,,,,1.0,1.0,,,3.0,1.0,,2.0,,,,
62,63,10,9,2006,26.319,-86.606,9/10/2006,14:56:08,Earthquake,14.0,,590.0,5.9,MWC,,,46.9,,,0.83,USP000ESV9,US,US,GCMT,Reviewed,7370,,14,56,8.1,14.0,5.8,5.8,5.5,5.9,,,,,MEXICO,,GULF OF MEXICO,90,,,,,,,,,,,,,,,,,,,,,,,,
63,64,10,9,2008,26.743,55.828,9/10/2008,11:00:34,Earthquake,12.0,,500.0,6.1,MWC,,,20.3,,,1.0,USP000GGSG,US,US,GCMT,Reviewed,8133,,11,0,34.0,12.0,6.1,6.1,6.0,6.1,,,,,IRAN,,IRAN:  HORMOZGAN PROVINCE,140,7.0,1.0,,,45.0,1.0,,3.0,,3.0,,3.0,7.0,1.0,,,45.0,1.0,,3.0,,3.0,,3.0
64,65,11,1,1982,13.752,124.358,1/11/1982,6:10:06,Earthquake,45.7,3.7,,7.1,MS,,19.0,,,,1.1,USP0001HZE,US,US,US,Reviewed,4936,Tsu,6,10,6.4,46.0,7.1,,7.1,6.0,,,,7.0,PHILIPPINES,,"PHILIPPINES:  VIRAC, CATANDUANES",170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
65,66,11,1,1997,18.219,-102.756,1/11/1997,20:28:26,Earthquake,33.0,,,7.2,MWB,,,,,,1.09,USP0007VRX,US,US,US,Reviewed,5444,,20,28,26.0,33.0,7.2,7.2,6.9,6.5,,,,,MEXICO,,"MEXICO:  MICHOACAN, ARTEAGA",150,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
66,67,11,10,1975,-24.894,-175.119,10/11/1975,14:35:15,Earthquake,9.0,,,7.8,MS,,,,,,,USP0000D42,US,US,US,Reviewed,4702,,14,35,15.0,9.0,7.8,,7.8,7.0,,,,,TONGA,,TONGA ISLANDS:  S OF TONGA,170,,,,,,,,,,,,,,,,,,,,,,,,
67,68,11,10,1986,37.931,28.574,10/11/1986,9:00:11,Earthquake,5.0,,,5.7,MW,,,,,,1.1,USP0002YUV,US,US,HRV,Reviewed,5113,,9,0,10.5,5.0,5.5,,5.5,5.5,,,,,TURKEY,,"TURKEY:  AYDIN, DENIZLI-IZMIR-MANISA",140,,,,,3.0,1.0,,1.0,50.0,1.0,,,,,,,3.0,1.0,,2.0,50.0,1.0,,
68,69,11,10,2008,43.372,46.254,10/11/2008,9:06:11,Earthquake,16.0,,472.0,5.8,MWC,,,34.2,,,1.05,USP000GJY6,US,US,GCMT,Reviewed,8162,,9,6,10.7,16.0,5.7,5.7,5.5,5.6,,,,,RUSSIA,,RUSSIA:  CAUCASUS:  CHECHNYA,40,13.0,1.0,,,100.0,2.0,,3.0,,,1027.0,4.0,13.0,1.0,,,100.0,2.0,,3.0,,,1027.0,4.0
69,70,11,11,1999,40.744,30.266,11/11/1999,14:41:26,Earthquake,22.0,,,5.7,MWB,,,,,,,USP0009HD3,US,ISK,US,Reviewed,5542,,14,41,25.6,22.0,5.7,5.7,5.5,5.5,,,,,TURKEY,,"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK",140,2.0,1.0,,,171.0,3.0,,,,,,,2.0,1.0,,,171.0,3.0,,,,,,
70,71,11,11,2004,-8.152,124.868,11/11/2004,21:26:41,Earthquake,10.0,,301.0,7.5,MWC,,,33.8,,,1.07,USP000D85G,US,US,HRV,Reviewed,5810,Tsu,21,26,41.1,10.0,7.5,7.5,7.3,6.5,,,,,INDONESIA,,INDONESIA:  KEPULAUAN ALOR,170,34.0,1.0,,,400.0,3.0,,3.0,781.0,3.0,16712.0,4.0,34.0,1.0,,,400.0,3.0,,3.0,781.0,3.0,16712.0,4.0
71,72,11,11,2012,23.005,95.885,11/11/2012,1:12:39,Earthquake,13.7,3.7,391.0,6.8,MWW,,,13.7,,,1.05,USP000JVBQ,US,US,US,Reviewed,9943,,1,12,38.8,14.0,6.8,6.8,6.7,6.3,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  SHWEBO,60,26.0,1.0,,,230.0,3.0,,2.0,251.0,3.0,,,26.0,1.0,,,230.0,3.0,,2.0,251.0,3.0,,
72,73,11,12,1999,15.766,119.74,12/11/1999,18:03:36,Earthquake,33.0,,,7.3,MWC,,,,,,1.0,USP0009JR8,US,US,HRV,Reviewed,5548,,18,3,36.4,33.0,7.3,7.3,7.1,6.5,,,,7.0,PHILIPPINES,,"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ",170,5.0,1.0,,,40.0,1.0,1.794,2.0,,,,,5.0,1.0,,,40.0,1.0,1.794,2.0,,,,
73,74,11,2,1984,38.396,22.094,2/11/1984,8:02:52,Earthquake,28.7,2.2,,5.6,MW,,,,,,1.2,USP00021W5,US,US,HRV,Reviewed,6817,Tsu,8,2,51.5,29.0,5.4,,5.4,5.3,5.1,,,,GREECE,,GREECE:  MANAGOULI-AIYION,130,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
74,75,11,2,1999,34.259,69.364,2/11/1999,14:08:52,Earthquake,33.0,,,6.0,MWC,,,,,,1.3,USP00092N1,US,US,HRV,Reviewed,5516,,14,8,51.6,33.0,6.0,6.0,5.8,5.4,,,,,AFGHANISTAN,,"AFGHANISTAN:  LOWGAR, VARDAK, KABUL",40,70.0,2.0,,,500.0,3.0,,3.0,7000.0,4.0,7000.0,4.0,70.0,2.0,,,500.0,3.0,,3.0,7000.0,4.0,,
75,76,11,3,1982,-9.265,118.479,3/11/1982,10:32:27,Earthquake,33.0,,,6.4,MS,,15.0,,,,1.3,USP0001K2G,US,US,US,Reviewed,6512,Tsu,10,32,27.7,33.0,6.4,,6.4,6.1,,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND REGION,170,,,,,,,,,,,,,,,,,,,,,,,,
76,77,11,3,2010,-34.29,-71.891,3/11/2010,14:39:44,Earthquake,11.0,,415.0,6.9,MWC,,,12.5,,,0.85,USP000H94T,US,US,US,Reviewed,8912,Tsu,14,39,43.9,11.0,6.9,6.9,7.0,6.7,,,,,CHILE,,CHILE:  RANCAGUA,160,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
77,78,11,3,2011,36.281,141.111,3/11/2011,6:15:40,Earthquake,42.6,9.6,163.0,7.9,MWC,,,48.4,,,1.44,USP000HVPA,US,US,US,Reviewed,9805,,6,15,40.2,43.0,7.9,7.9,,6.8,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,30,,,,,,,,,,,,,,,,,,,,,,,,
78,79,11,3,2011,38.058,144.59,3/11/2011,6:25:50,Earthquake,18.6,8.0,507.0,7.7,MWC,,,10.8,,,0.85,USP000HVPG,US,US,US,Reviewed,9806,,6,25,50.3,19.0,7.6,7.6,,7.1,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,30,,,,,,,,,,,,,,,,,,,,,,,,
79,80,11,4,1997,39.527,76.941,4/11/1997,5:34:43,Earthquake,15.0,,,6.2,MWC,,,,,,1.02,USP00080B7,US,US,HRV,Reviewed,5457,,5,34,42.7,15.0,6.2,6.2,6.1,5.8,,,,,CHINA,,"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA",40,9.0,1.0,,,89.0,2.0,,4.0,2000.0,4.0,,,9.0,1.0,,,89.0,2.0,,4.0,2000.0,4.0,,
80,81,11,4,2006,37.64,20.92,4/11/2006,0:02:42,Earthquake,18.0,,550.0,5.5,MWC,,,39.7,,,,USP000EE4T,US,ATH,HRV,Reviewed,7239,,0,2,41.5,18.0,5.5,5.5,5.1,5.1,,,,,GREECE,,GREECE:  ZAKYNTHOS,130,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
81,82,11,4,2011,37.001,140.401,4/11/2011,8:16:13,Earthquake,11.0,,586.0,6.6,MWW,,,10.1,,,0.78,USP000HZQ8,US,US,US,Reviewed,9841,,8,16,12.7,11.0,6.6,6.6,6.5,6.4,,,,,JAPAN,,JAPAN:  HONSHU,30,7.0,1.0,,,,,,1.0,3.0,1.0,,,7.0,1.0,,,,,,1.0,3.0,1.0,,
82,83,11,4,2012,0.802,92.463,4/11/2012,10:43:11,Earthquake,25.1,7.3,341.0,8.2,MWC,,,14.9,,,0.9,USP000JHJB,US,US,US,Reviewed,9880,Tsu,10,43,10.8,25.0,8.2,8.2,,7.2,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,60,,,,,,,,,,,,,,,,,,,,,,,,
83,84,11,4,2012,2.327,93.063,4/11/2012,8:38:37,Earthquake,20.0,,499.0,8.6,MW,,,16.6,,,1.33,OFFICIAL20120411083836720_20,OFFICIAL,US,OFFICIAL,Reviewed,9879,Tsu,8,38,36.7,20.0,8.6,8.6,8.5,7.4,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,60,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0
84,85,11,5,1984,41.831,13.961,5/11/1984,10:41:50,Earthquake,13.9,1.7,,5.5,MW,,,,,,1.2,USP000249A,US,US,HRV,Reviewed,5038,,10,41,49.9,14.0,5.2,,5.2,5.2,,,,8.0,ITALY,,ITALY:  S CENTRAL:  ABRUZZO,130,3.0,1.0,,,63.0,2.0,,2.0,,,,,3.0,1.0,,,63.0,2.0,,2.0,,,,
85,86,11,5,2013,26.56,57.77,5/11/2013,2:08:09,Earthquake,15.0,,351.0,6.1,MWW,,,33.1,,,,USC000GTVS,US,THR,US,Reviewed,9994,,2,8,8.5,15.0,6.1,6.1,6.5,5.9,,,,,IRAN,,IRAN:  HORMOZGAN: BASHAGARD,140,1.0,1.0,,,20.0,1.0,,2.0,,,400.0,3.0,1.0,1.0,,,20.0,1.0,,2.0,,,400.0,3.0
86,87,11,6,1981,29.913,57.715,6/11/1981,7:24:25,Earthquake,33.0,,,6.7,MS,,20.0,,,,1.0,USP0001E35,US,US,US,Reviewed,4921,,7,24,25.2,33.0,6.7,,6.7,6.1,,,,,IRAN,,IRAN:  SE:  GOLBAFT,140,3000.0,4.0,,,,3.0,5.0,2.0,,,,,3000.0,4.0,,,,3.0,5.0,2.0,,,,
87,88,11,6,1986,10.597,-62.928,6/11/1986,13:48:01,Earthquake,18.8,,,6.3,MW,,,,,,1.2,USP0002UZ0,US,US,NC,Reviewed,5099,,13,48,1.3,19.0,6.2,,6.2,6.0,,,,7.0,VENEZUELA,,VENEZUELA,160,2.0,1.0,,,45.0,1.0,1.0,2.0,,,,,2.0,1.0,,,45.0,1.0,1.0,2.0,,,,
88,89,11,6,2012,36.023,69.351,6/11/2012,5:29:12,Earthquake,16.0,,332.0,5.7,MWW,,,16.4,,,1.09,USP000JMMC,US,US,US,Reviewed,9922,,5,29,11.5,16.0,5.8,5.8,5.6,5.6,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,40,75.0,2.0,,,13.0,1.0,,2.0,143.0,3.0,593.0,3.0,75.0,2.0,,,13.0,1.0,,2.0,143.0,3.0,593.0,3.0
89,90,11,7,1995,21.966,99.196,7/11/1995,21:46:40,Earthquake,12.5,,,6.8,MW,,,,,,1.3,USP00070G4,US,US,HRV,Reviewed,5414,,21,46,39.7,13.0,6.8,6.8,7.1,6.1,,,,,CHINA,,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",30,11.0,1.0,,,136.0,3.0,36.1,4.0,100000.0,4.0,100000.0,4.0,11.0,1.0,,,136.0,3.0,36.1,4.0,100000.0,4.0,,
90,91,11,7,1999,15.782,-88.33,7/11/1999,14:14:17,Earthquake,10.0,,,6.7,MWC,,,,,,1.01,USP0009BED,US,US,HRV,Reviewed,5525,,14,14,16.5,10.0,6.7,6.7,6.6,6.0,,,,,GUATEMALA,,GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W,100,2.0,1.0,,,40.0,1.0,,2.0,7.0,1.0,7.0,1.0,2.0,1.0,,,40.0,1.0,,2.0,7.0,1.0,4.0,1.0
91,92,11,8,1988,29.974,51.679,8/11/1988,16:04:46,Earthquake,33.0,,,6.1,MW,,,,,,1.3,USP0003JW2,US,US,HRV,Reviewed,5166,,16,4,45.6,33.0,6.1,,6.1,5.7,,,,,IRAN,,"IRAN:  S, MAMASANI, BUSHEHR, NURABAD",140,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
92,93,11,8,1992,32.536,141.641,8/11/1992,15:14:55,Earthquake,15.5,,,6.4,MWB,,,,,,1.1,USP0005CA9,US,US,US,Reviewed,9818,Tsu,15,14,55.1,16.0,6.3,,6.3,5.8,,,,,JAPAN,,JAPAN:  HONSHU:  S,30,,,,,,,,,,,,,,,,,,,,,,,,
93,94,11,8,2003,1.142,128.152,8/11/2003,0:19:09,Earthquake,10.0,,185.0,6.0,MWB,,,67.8,,,1.11,USP000C4KV,US,US,US,Reviewed,5713,,0,19,9.2,10.0,6.0,6.0,5.6,5.7,,,,,INDONESIA,,INDONESIA:  HALMAHERA:  WASILE,170,,,,,,,,2.0,,,200.0,3.0,,,,,,,,2.0,,,200.0,3.0
94,95,11,8,2004,38.377,39.261,8/11/2004,15:48:27,Earthquake,7.4,4.9,487.0,5.7,MWC,,,58.0,,,1.1,USP000D1YJ,US,US,HRV,Reviewed,5797,,15,48,26.8,7.0,5.7,5.7,5.5,5.3,,,,,TURKEY,,"TURKEY:  ELAZIG, SIVRICE",140,1.0,1.0,,,11.0,1.0,,1.0,,,,,1.0,1.0,,,11.0,1.0,,1.0,,,,
95,96,11,8,2011,39.955,77.028,8/11/2011,10:06:29,Earthquake,10.0,,239.0,5.6,MWW,,,22.2,,,0.95,USP000J6A4,US,US,US,Reviewed,9872,,10,6,29.3,10.0,5.7,5.7,5.3,5.3,,,,,CHINA,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",40,,,,,21.0,1.0,,2.0,,,,,,,,,21.0,1.0,,2.0,,,,
96,97,11,8,2012,38.329,46.826,8/11/2012,12:23:18,Earthquake,11.0,,510.0,6.4,MWW,,,21.2,,,1.23,USP000JQ5P,US,US,US,Reviewed,9928,,12,23,18.1,11.0,6.5,6.5,6.7,6.2,,,,,IRAN,,"IRAN:  AHAR, HARIS, VARZAGAN",140,306.0,3.0,,,3000.0,4.0,,4.0,,4.0,,4.0,306.0,3.0,,,3000.0,4.0,,4.0,,4.0,,4.0
97,98,11,9,1976,46.28,13.157,9/11/1976,16:31:12,Earthquake,16.0,,,5.5,MS,,,,,,,USP0000JBC,US,US,US,Reviewed,4742,,16,31,12.0,16.0,5.5,,5.5,5.2,,,,7.0,ITALY,,ITALY:  NORTHEASTERN,130,5.0,1.0,,,,2.0,,2.0,,,,,5.0,1.0,,,,2.0,,2.0,,,,
98,99,11,9,1992,-6.087,26.651,9/11/1992,3:57:27,Earthquake,10.8,,,6.4,MWB,,,,,,1.0,USP0005DUR,US,US,US,Reviewed,5338,,3,57,26.5,11.0,7.0,,7.0,6.7,,,,,CONGO,,CONGO:  KABALO,10,8.0,1.0,,,37.0,1.0,,1.0,,2.0,,,8.0,1.0,,,37.0,1.0,,1.0,,2.0,,
99,100,11,9,2008,41.892,143.754,9/11/2008,0:20:51,Earthquake,25.0,,500.0,6.8,MWC,,,22.2,,,1.08,USP000GGU8,US,US,US,Reviewed,8134,Tsu,0,20,50.9,25.0,6.8,6.8,7.0,6.1,,,,,JAPAN,,JAPAN:  HOKKAIDO,30,,,,,,,,,,,,,,,,,,,,,,,,
100,101,12,1,1982,13.158,-87.589,1/12/1982,5:48:18,Earthquake,6.4,1.7,,6.0,MS,,16.0,,,,1.2,USP0001J01,US,US,US,Reviewed,4937,,5,48,17.6,6.0,6.0,,6.0,5.8,,,,,HONDURAS,,"HONDURAS:  AMPALA, MASAYA",100,,,,,2.0,1.0,,2.0,,,,,,,,,2.0,1.0,,2.0,,,,
101,102,12,10,1979,-46.675,165.707,10/12/1979,10:25:22,Earthquake,33.0,,,7.4,MS,,,,,,,USP00013CK,US,US,US,Reviewed,4846,,10,25,22.3,33.0,7.5,,7.5,6.1,,,,5.0,NEW ZEALAND,,NEW ZEALAND:  W OF NORTH ISLAND,170,,,,,,,,,,,,,,,,,,,,,,,,
102,103,12,10,1987,-7.288,154.371,10/12/1987,13:57:05,Earthquake,24.7,4.8,,7.0,MW,,,,,,1.1,USP000396S,US,US,HRV,Reviewed,6471,Tsu,13,57,4.7,25.0,6.8,,6.8,6.3,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON SEA,170,,,,,,,,,,,,,,,,,,,,,,,,
103,104,12,10,1992,29.778,31.144,10/12/1992,13:09:56,Earthquake,21.5,,,5.8,MW,,,,,,1.2,USP0005F89,US,US,HRV,Reviewed,5339,,13,9,55.5,22.0,5.3,,5.3,5.9,,,,,EGYPT,,EGYPT:  CAIRO,15,545.0,3.0,,,6512.0,4.0,1200.0,4.0,9350.0,4.0,9350.0,4.0,545.0,3.0,,,6512.0,4.0,1200.0,4.0,9350.0,4.0,,
104,105,12,10,2001,12.686,144.98,10/12/2001,15:02:17,Earthquake,37.0,,482.0,7.0,MWC,,,,,,1.15,USP000AQSU,US,US,HRV,Reviewed,5609,,15,2,16.8,37.0,7.0,7.0,7.3,6.7,,,,8.0,USA TERRITORY,GU,GUAM,170,,,,,1.0,1.0,,2.0,,3.0,,,,,,,1.0,1.0,,2.0,,3.0,,
105,106,12,10,2001,52.63,-132.2,10/12/2001,5:02:34,Earthquake,20.0,,432.0,6.1,MWC,,,,,,,USP000AQRG,US,PGC,HRV,Reviewed,10203,Tsu,5,2,34.0,20.0,6.1,6.1,5.8,5.6,,,,,CANADA,BC,CANADA:  QUEEN CHARLOTTE ISLANDS,150,,,,,,,,,,,,,,,,,,,,,,,,
106,107,12,11,1988,18.068,-76.597,11/12/1988,3:34:49,Earthquake,16.1,,,5.5,MW,,,,,,1.1,USP0003NTG,US,US,HRV,Reviewed,5180,,3,34,48.6,16.0,4.7,,4.7,5.4,,,,6.0,JAMAICA,,"JAMAICA:  ST ANDREW, JACKS HILL",90,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
107,108,12,11,1996,-14.993,-75.675,11/12/1996,16:59:44,Earthquake,33.0,,,7.7,MWC,,,,,,1.11,USP0007SWP,US,US,HRV,Reviewed,5442,Tsu,16,59,44.0,33.0,7.7,7.7,7.3,6.5,,,,8.0,PERU,,"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",160,14.0,1.0,,,560.0,3.0,,4.0,,,4000.0,4.0,14.0,1.0,,,560.0,3.0,,4.0,,,4000.0,4.0
108,109,12,11,1999,40.758,31.161,11/12/1999,16:57:20,Earthquake,10.0,,,7.2,MWC,,,,,,1.11,USP0009HEV,US,US,HRV,Reviewed,5543,,16,57,19.5,10.0,7.2,7.2,7.5,6.3,,,,9.0,TURKEY,,"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",140,894.0,3.0,,,4948.0,4.0,1000.0,4.0,,,,,894.0,3.0,,,4948.0,4.0,1000.0,4.0,,,,
109,110,12,12,1979,1.598,-79.358,12/12/1979,7:59:03,Earthquake,24.0,,,7.7,MS,,,,,,,USP00014EY,US,US,US,Reviewed,4863,Tsu,7,59,3.3,33.0,7.7,,7.7,6.4,,,,9.0,COLOMBIA,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",160,600.0,3.0,,,20000.0,4.0,8.0,3.0,10000.0,4.0,,,600.0,3.0,,,20000.0,4.0,8.0,3.0,10000.0,4.0,,
110,111,12,12,1992,-8.48,121.896,12/12/1992,5:29:26,Earthquake,27.7,,,7.8,MW,,,,,,1.4,USP0005J5A,US,US,HRV,Reviewed,5343,Tsu,5,29,26.3,28.0,7.8,7.8,7.5,6.5,,,,,INDONESIA,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",60,1000.0,4.0,,,500.0,3.0,100.0,4.0,31785.0,4.0,,,2500.0,4.0,,,2103.0,4.0,100.0,4.0,31785.0,4.0,,
111,112,12,12,2005,36.357,71.093,12/12/2005,21:47:46,Earthquake,224.6,,529.0,6.5,MWB,,,20.5,,,0.81,USP000E61S,US,US,US,Reviewed,6831,,21,47,46.0,225.0,6.5,6.5,,6.0,,,,,AFGHANISTAN,,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",40,5.0,1.0,,,1.0,1.0,,1.0,100.0,2.0,100.0,2.0,5.0,1.0,,,1.0,1.0,,1.0,100.0,2.0,,
112,113,12,3,1983,-4.056,127.924,3/12/1983,1:36:36,Earthquake,16.9,1.6,,6.7,MW,,,,,,1.1,USP0001TK3,US,US,NC,Reviewed,6463,Tsu,1,36,35.8,17.0,6.5,,6.5,6.0,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
113,114,12,3,1993,-14.385,-178.252,3/12/1993,14:01:35,Earthquake,9.6,,,6.4,MWB,,,,,,1.2,USP0005PD4,US,US,US,Reviewed,5349,,14,1,35.4,10.0,6.4,6.4,6.4,6.0,,,,,WALLIS AND FUTUNA (FRENCH TERRITORY),,FUTUNA ISLAND,170,5.0,1.0,,,201.0,,,1.0,,,,,5.0,1.0,,,20.0,1.0,,1.0,,2.0,,2.0
114,115,12,3,2005,39.44,40.978,3/12/2005,7:36:12,Earthquake,11.1,5.5,458.0,5.6,MWB,,,50.2,,,1.13,USP000DJ1Q,US,US,US,Reviewed,5851,,7,36,12.1,11.0,5.6,5.6,5.0,5.4,5.7,,,,TURKEY,,"TURKEY:  CAT, KARLIOVA",140,,,,,16.0,1.0,,2.0,,,,,,,,,16.0,1.0,,2.0,,,,
115,116,12,4,1983,-4.843,-78.103,4/12/1983,12:07:55,Earthquake,104.2,3.2,,7.0,MW,,,,,,1.2,USP0001UCT,US,US,NC,Reviewed,4975,,12,7,54.5,104.0,6.5,,,6.5,,,,,PERU,,PERU:  CHIMBOTE,160,10.0,1.0,,,,,0.5,1.0,,,,,,,,,,,0.5,1.0,,,,
116,117,12,4,1998,46.245,13.652,4/12/1998,10:55:33,Earthquake,10.0,,,5.6,MWC,,,,,,1.23,USP0008JYJ,US,US,HRV,Reviewed,5492,,10,55,32.5,10.0,5.7,5.7,5.7,5.3,,,,8.0,AUSTRIA,,"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID",120,1.0,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,2.0,,,,
117,118,12,4,2013,34.369,134.828,4/12/2013,20:33:18,Earthquake,14.0,,535.0,5.8,MWW,,,13.0,,,0.77,USB000G5YG,US,US,US,Reviewed,9980,,20,33,17.5,14.0,5.8,5.8,5.5,5.7,,,,,JAPAN,,JAPAN,30,,,,,24.0,1.0,,1.0,,,,1.0,,,,,24.0,1.0,,1.0,,,,1.0
